term,stem,count,sample_size,ratio,google_w2v_x,google_w2v_y
"determined","determin","4","1000","0.004","-0.4992216594129869","-0.24101727462567354"
"deq","deq","4","1000","0.004","",""
"deploy","deploy","4","1000","0.004","-0.47105408270867727","-0.3832027433554886"
"decision","decis","4","1000","0.004","-0.4904731065701604","-0.3414465386595023"
"damage","damag","4","1000","0.004","-0.007131009128887382","-0.13597151652584846"
"crucial","crucial","4","1000","0.004","-0.48269680149967986","-0.37300305727521665"
"content","content","4","1000","0.004","-0.12385066037032896","-0.03416374919085826"
"consumption","consumpt","4","1000","0.004","0.628161735527096","-0.2810974191910324"
"consisted","consist","4","1000","0.004","-0.709137507753969","0.038855948795992704"
"connections","connect","4","1000","0.004","-0.3333669513937266","-0.2779462376812582"
"congress","congress","4","1000","0.004","-0.23695722326923996","0.6184812580128104"
"compounds","compound","4","1000","0.004","0.6490141383125301","-0.17752318261711333"
"cogeneration","cogener","4","1000","0.004","1.8047256309705348","-0.3793723751640477"
"classified","classifi","4","1000","0.004","-0.302062450746049","-0.06703105383097976"
"channels","channel","4","1000","0.004","-0.22449864961503163","-0.011344627829614193"
"capital","capit","4","1000","0.004","-0.044496543642979856","-0.24688573872754882"
"breakdown","breakdown","4","1000","0.004","-0.5368268327098755","-0.06448947093412433"
"branches","branch","4","1000","0.004","0.1383984642828277","-0.018508477146967378"
"boom","boom","4","1000","0.004","0.016240902453856957","0.025473410805224507"
"biodegradable","biodegrad","4","1000","0.004","1.2530227656452844","0.04667668224111829"
"bio","bio","4","1000","0.004","0.3650582549964717","0.49915259353045655"
"benson","benson","4","1000","0.004","-0.220884850044782","0.9159102804848226"
"beccs","becc","4","1000","0.004","",""
"basically","basic","4","1000","0.004","-0.41860532286302077","0.16418311210510145"
"bank","bank","4","1000","0.004","0.014855047003556977","-0.041761670870776126"
"bad","bad","4","1000","0.004","-0.500468309613489","0.23937819207823616"
"award","award","4","1000","0.004","-0.641355527458923","-0.33777452296001553"
"avoid","avoid","4","1000","0.004","-0.5193965805411522","-0.3113128425124915"
"average","averag","4","1000","0.004","-0.4337119969165038","-0.2612347178220001"
"attractive","attract","4","1000","0.004","-0.4119909670598247","-0.1718146853787196"
"attention","attent","4","1000","0.004","-0.44290853205927333","-0.361292859812153"
"assumed","assum","4","1000","0.004","-0.535654741497794","-0.1886021211474252"
"artificial","artifici","4","1000","0.004","0.2786952153991009","-0.09583654164828724"
"arrive","arriv","4","1000","0.004","-0.5178847028083622","-0.031630014375944634"
"arizona","arizona","4","1000","0.004","-0.368045854835921","2.4060737887874537"
"april","april","4","1000","0.004","-0.38441639397698","2.347685138288651"
"appears","appear","4","1000","0.004","-0.4910165025201245","-0.15199668657227233"
"ap","ap","4","1000","0.004","-0.29034938022910184","1.5659650410326567"
"africa","africa","4","1000","0.004","-0.21879785002198832","2.4256688048763966"
"advocate","advoc","4","1000","0.004","-0.4969179117101174","-0.1676058832707541"
"advisers","advis","4","1000","0.004","-0.39731659728410096","-0.4279445397991969"
"acknowledge","acknowledg","4","1000","0.004","-0.5755437898258143","-0.36857659939800325"
"90s","90s","4","1000","0.004","",""
"2.5","2.5","4","1000","0.004","",""
"11.2","11.2","4","1000","0.004","",""
"1.5","1.5","4","1000","0.004","",""
"1.2","1.2","4","1000","0.004","",""
"zero-carbon","zero-carbon","3","1000","0.003","",""
"wrong","wrong","3","1000","0.003","-0.5133227250653939","0.031000417599889588"
"worth","worth","3","1000","0.003","-0.40825578410477315","-0.13529797417080772"
"worsens","worsen","3","1000","0.003","-0.30232185089398916","-0.15751928225527972"
"worldwide","worldwid","3","1000","0.003","-0.46993721124073745","-0.11957446045804696"
"wetlands","wetland","3","1000","0.003","1.4583025329090853","-0.05411823005887953"
"waterways","waterway","3","1000","0.003","1.0979937879191815","0.03837230169322319"
"warn","warn","3","1000","0.003","-0.546208036454981","-0.057311423174704106"
"voted","vote","3","1000","0.003","-0.5903597940285318","-0.14543132543353401"
"virginia","virginia","3","1000","0.003","-0.2803531595453538","2.143597097219863"
"vented","vent","3","1000","0.003","-0.14995700007277168","-0.03392017414393794"
"vegetation","veget","3","1000","0.003","1.5593143829040002","0.007636323292884944"
"valens","valen","3","1000","0.003","",""
"usage","usag","3","1000","0.003","0.07955670874309254","-0.1015857960827334"
"urban","urban","3","1000","0.003","0.13150441747968755","-0.014419244742800381"
"unknown","unknown","3","1000","0.003","-0.34705795640917325","-0.020351504582186486"
"undermine","undermin","3","1000","0.003","-0.5278268779232023","-0.40761408469206284"
"typically","typic","3","1000","0.003","-0.39539414810953605","-0.21263529534907563"
"two-thirds","two-third","3","1000","0.003","-0.13911411660951187","-0.1716132867295465"
"twh","twh","3","1000","0.003","0.34941825861792125","0.027701454066414867"
"turkey","turkey","3","1000","0.003","0.22108465769828575","0.36039472669833617"
"truly","truli","3","1000","0.003","-0.500224929277855","-0.03181514362778855"
"true","true","3","1000","0.003","-0.6498114251035632","0.07489623993360278"
"trash","trash","3","1000","0.003","0.3334746481945359","0.07431827078645717"
"traffic","traffic","3","1000","0.003","-0.02588062254669593","-0.16362570219786113"
"topics","topic","3","1000","0.003","-0.3347284867861944","-0.03335101362001474"
"thinning","thin","3","1000","0.003","0.30919701819923606","-0.19357563534285946"
"temperature","temperatur","3","1000","0.003","0.69766251831052","-0.07486954289810877"
"telecom","telecom","3","1000","0.003","0.13044539319447088","-0.11713439994551333"
"synthetic","synthet","3","1000","0.003","0.5021017488065436","-0.08824393093785438"
"survey","survey","3","1000","0.003","-0.3715834187248359","-0.25766452556161956"
"statistics","statist","3","1000","0.003","-0.41933335384188974","-0.08793218157226737"
"spokesman","spokesman","3","1000","0.003","-0.399980646545823","-0.7776846660884758"
"spent","spent","3","1000","0.003","-0.43873131690330386","-0.34650869769194204"
"space","space","3","1000","0.003","-0.11757001944155007","-0.19269872407698685"
"southeast","southeast","3","1000","0.003","0.004790514307194632","0.10150584454590422"
"soot","soot","3","1000","0.003","1.0641619672576055","0.03964081938248358"
"so-called","so-cal","3","1000","0.003","-0.4548181605400256","0.5737143884472045"
"smart","smart","3","1000","0.003","-0.4642134489873988","-0.013131261611716566"
"ski","ski","3","1000","0.003","-0.019179748323694526","0.30619381469417833"
"sites","site","3","1000","0.003","0.015546875593770807","0.1229692451459656"
"shakopee","shakope","3","1000","0.003","",""
"sequestration","sequestr","3","1000","0.003","1.1195808861142122","-0.06729415659258843"
"send","send","3","1000","0.003","-0.6890848481809658","-0.059799269841214316"
"senate","senat","3","1000","0.003","-0.10123983165597485","0.46056999435562473"
"segments","segment","3","1000","0.003","-0.18031450541311356","-0.19969203041557607"
"secondary","secondari","3","1000","0.003","-0.3411021677669921","-0.008278818683695014"
"season","season","3","1000","0.003","-0.2625637585051056","-0.08183898410480465"
"sawmills","sawmil","3","1000","0.003","1.4200813286878393","-0.05403635821123332"
"russia","russia","3","1000","0.003","-0.29239279052353034","2.3317415223684685"
"rubber","rubber","3","1000","0.003","0.4140976088461153","0.015089249268126168"
"rps","rps","3","1000","0.003","",""
"ridge","ridg","3","1000","0.003","0.491513201900634","0.3441495599541105"
"rfs","rfs","3","1000","0.003","",""
"returned","return","3","1000","0.003","-0.5965832788429793","-0.30249647808341307"
"retain","retain","3","1000","0.003","-0.5985359453470298","-0.47279259164604526"
"rest","rest","3","1000","0.003","-0.3733285738711842","-0.09461512420487111"
"responsible","respons","3","1000","0.003","-0.45198270507079336","-0.2932033416805384"
"residential","residenti","3","1000","0.003","0.3120176412456509","-0.3076036335845658"
"reservoir","reservoir","3","1000","0.003","0.9036955784307384","-0.08719874464439259"
"renewable-energy","renewable-energi","3","1000","0.003","",""
"remediation","remedi","3","1000","0.003","0.48463686140528445","-0.3920961583658754"
"reliance","relianc","3","1000","0.003","-0.12432417049185344","-0.3000982174423117"
"reject","reject","3","1000","0.003","-0.5832039676250153","-0.23849575847743315"
"regrowth","regrowth","3","1000","0.003","1.2376898983154199","0.13167625469028987"
"regrow","regrow","3","1000","0.003","0.7121356997680549","-0.27873079395172773"
"refineries","refineri","3","1000","0.003","1.5204511390405198","-0.29420735167882783"
"reason","reason","3","1000","0.003","-0.5395583513755842","-0.045250513056497896"
"real","real","3","1000","0.003","-0.5156976096389164","0.03305310600405588"
"reactor","reactor","3","1000","0.003","1.3414280943707237","-0.1672157764899739"
"ranking","rank","3","1000","0.003","-0.49229640934159247","-0.18860093114711407"
"raise","rais","3","1000","0.003","-0.5081970157066867","-0.346754625798466"
"quantities","quantiti","3","1000","0.003","0.5615649925135721","-0.14629303044420966"
"pruitt","pruitt","3","1000","0.003","",""
"protein","protein","3","1000","0.003","0.9895012199583956","0.075757930059324"
"pros","pros","3","1000","0.003","-0.36547419632604367","0.21785200812711383"
"proponents","propon","3","1000","0.003","-0.07752503639874439","-0.17224923250589336"
"professor","professor","3","1000","0.003","-0.03886691648362469","-0.1435727880606757"
"prnewswire","prnewswir","3","1000","0.003","-0.32303742158487636","0.2689908808833211"
"preserve","preserv","3","1000","0.003","-0.2504555645798098","-0.32944027680343363"
"predicted","predict","3","1000","0.003","-0.42646306813387996","-0.3522597367618669"
"poyry","poyri","3","1000","0.003","",""
"portions","portion","3","1000","0.003","-0.09980558116719983","-0.11505513628496855"
"port","port","3","1000","0.003","0.12565578805054134","0.1089830647248535"
"politicians","politician","3","1000","0.003","-0.12739262263935375","0.1468015933799992"
"pledges","pledg","3","1000","0.003","-0.3128719372792165","-0.2678744490101953"
"players","player","3","1000","0.003","-0.31573762403077044","-0.15830802428478508"
"plateau","plateau","3","1000","0.003","-0.041358979950309474","-0.10773629511184196"
"plainfield","plainfield","3","1000","0.003","",""
"piedmont","piedmont","3","1000","0.003","0.11046107004548662","0.9751450101598208"
"performance","perform","3","1000","0.003","-0.4027401295875703","-0.31770381346047716"
"pbs","pbs","3","1000","0.003","-0.19776632056710836","0.6833246783272428"
"patents","patent","3","1000","0.003","0.2607751248505878","-0.10010491966470333"
"partnership","partnership","3","1000","0.003","-0.4414639690200036","-0.5322998804890763"
"packaging","packag","3","1000","0.003","0.36257223483484025","-0.18227016539613677"
"owned","own","3","1000","0.003","-0.21870057436891252","-0.3259015844142534"
"orange","orang","3","1000","0.003","0.03755166273512605","0.295448589966369"
"obstacles","obstacl","3","1000","0.003","-0.2508168273948418","-0.38190835644828713"
"obligation","oblig","3","1000","0.003","-0.4067302238182645","-0.30959709919236583"
"oak","oak","3","1000","0.003","0.7168014118656212","0.5729745789223589"
"nutrients","nutrient","3","1000","0.003","1.6318317217029432","-0.09510323914640499"
"numerous","numer","3","1000","0.003","-0.512741948736043","-0.14986154204156052"
"november","novemb","3","1000","0.003","-0.5275500766436525","2.2025399066353657"
"newly","newli","3","1000","0.003","-0.3977107869636337","-0.09553296787578715"
"nearby","nearbi","3","1000","0.003","-0.006483221827554963","-0.22939526596309842"
"native","nativ","3","1000","0.003","-0.013918927351507595","-0.05760200196464693"
"movement","movement","3","1000","0.003","-0.3097391394841356","0.016263750263785605"
"moore","moor","3","1000","0.003","-0.24187405729731745","1.9008499955543199"
"monitor","monitor","3","1000","0.003","-0.5118168253535186","-0.14616013926914198"
"money","money","3","1000","0.003","-0.23822370807219512","-0.2634580087349006"
"microorganisms","microorgan","3","1000","0.003","1.7151159192495034","0.04283964144822796"
"michael","michael","3","1000","0.003","-0.25075104211579985","2.663664593832151"
"mentioned","mention","3","1000","0.003","-0.6016979947006625","0.06543242594793147"
"mechanisms","mechan","3","1000","0.003","0.11694244261465461","-0.1264998138212166"
"marijuana","marijuana","3","1000","0.003","0.5456166244325652","0.21038970966978363"
"mary's","mari","3","1000","0.003","-0.27211799029178324","0.5112782242130882"
"march","march","3","1000","0.003","-0.4574320609852707","0.08606904378496766"
"map","map","3","1000","0.003","-0.24832006279615992","0.0824398432830421"
"makers","maker","3","1000","0.003","-0.34185672636262293","0.0006610655207901668"
"louisiana","louisiana","3","1000","0.003","-0.30438624364508","1.9132328472302846"
"lost","lost","3","1000","0.003","-0.5370746060710477","-0.2746685212911601"
"long-term","long-term","3","1000","0.003","-0.3379166467106805","-0.07812809813368032"
"livestock","livestock","3","1000","0.003","0.8406866539358521","0.03806334794244943"
"little","littl","3","1000","0.003","-0.41506386143340185","0.027818704521497296"
"liquor","liquor","3","1000","0.003","0.30626358642767665","0.15867278906093354"
"leaves","leav","3","1000","0.003","-0.1787069579188618","0.005108570218139597"
"leaf","leaf","3","1000","0.003","0.4733310482457143","0.18670268050651717"
"leaders","leader","3","1000","0.003","-0.3345287324108952","-0.27572526300763284"
"launch","launch","3","1000","0.003","-0.7041674796682151","-0.1319920591465964"
"larger","larger","3","1000","0.003","-0.3167920625967664","-0.3052914473226967"
"laboratory","laboratori","3","1000","0.003","0.3970689134725023","-0.2793084229618082"
"label","label","3","1000","0.003","-0.3625363747112458","0.05474255497400714"
"kinds","kind","3","1000","0.003","-0.22799771548765732","-0.10995070288540588"
"kerosene","kerosen","3","1000","0.003","0.9930882528711038","0.04572893661466751"
"june","june","3","1000","0.003","-0.35952422799181755","2.0361460823621873"
"juicing","juic","3","1000","0.003","0.05098447729131859","0.24645698534224592"
"journal","journal","3","1000","0.003","-0.2042019931910767","0.08183283835875663"
"john","john","3","1000","0.003","-0.20386883412358078","1.9103448194398036"
"january","januari","3","1000","0.003","-0.3661535809962067","2.237993729693249"
"jack","jack","3","1000","0.003","-0.31811491326316643","0.5974121483912022"
"isolates","isol","3","1000","0.003","-0.033964782140898826","0.11402422598926634"
"investors","investor","3","1000","0.003","0.03229071934928508","-0.45384675677487246"
"intent","intent","3","1000","0.003","-0.487355553611542","-0.20196848075698903"
"institutions","institut","3","1000","0.003","-0.15631895502543075","-0.19076164209746943"
"incredible","incred","3","1000","0.003","-0.4905736685496342","-0.11869563758195356"
"illinois","illinoi","3","1000","0.003","-0.43130231074614256","2.2898952087338746"
"iied","iie","3","1000","0.003","",""
"ignite","ignit","3","1000","0.003","-0.11948128116203059","-0.4044145376734483"
"ideal","ideal","3","1000","0.003","-0.4964142348223632","-0.16952429580870035"
"highest","highest","3","1000","0.003","-0.6268884070112629","-0.21757016767919604"
"held","held","3","1000","0.003","-0.5291085823920968","-0.19574714964378478"
"hearing","hear","3","1000","0.003","-0.3964061074655926","-0.21607436138483668"
"grown","grown","3","1000","0.003","-0.21968607240303029","-0.2469130469074678"
"gov","gov","3","1000","0.003","-0.1795651676329973","1.6760407122552439"
"gigawatts","gigawatt","3","1000","0.003","1.7695492821950365","-0.31187050194537136"
"germans","german","3","1000","0.003","-0.03679853232544092","1.8083460352298628"
"genuinely","genuin","3","1000","0.003","-0.4780782819526399","-0.17383828176152874"
"gases","gase","3","1000","0.003","1.5626505367200443","-0.035588717799925396"
"fresh","fresh","3","1000","0.003","-0.1516409551482292","-0.16881482179737814"
"flower","flower","3","1000","0.003","0.46372041399826536","0.378704307091203"
"flammable","flammabl","3","1000","0.003","0.98626953476111","-0.2292793549727805"
"firm","firm","3","1000","0.003","-0.35795374405322006","-0.3455262630712485"
"film","film","3","1000","0.003","-0.09195832898670445","-0.042484625459037216"
"fermented","ferment","3","1000","0.003","0.9185669659296376","0.33797633093435214"
"faster","faster","3","1000","0.003","-0.23857983028314686","-0.0474461370479721"
"expert","expert","3","1000","0.003","-0.3651580373829882","-0.09298397599864829"
"experiments","experi","3","1000","0.003","0.3300346739569939","-0.19359142812019936"
"excluding","exclud","3","1000","0.003","-0.4356674276108664","-0.2867441731824043"
"equivalent","equival","3","1000","0.003","-0.37371390579954067","-0.008996173217983492"
"enzymes","enzym","3","1000","0.003","1.6084634603534032","0.0006629999158740275"
"enable","enabl","3","1000","0.003","-0.5032029228267867","-0.39176014003111226"
"embrace","embrac","3","1000","0.003","-0.5930605583432752","-0.36572728686546796"
"email","email","3","1000","0.003","-0.31483754992022267","0.2113325873359031"
"ecologists","ecologist","3","1000","0.003","0.951823508493437","0.1580944866073793"
"ecology","ecolog","3","1000","0.003","0.981858139721251","0.1849531747052645"
"earlier","earlier","3","1000","0.003","-0.45274387213067485","-0.3596671296017942"
"driver","driver","3","1000","0.003","-0.22865725917019578","-0.10474521587103965"
"disruptive","disrupt","3","1000","0.003","-0.43707791121753603","-0.3506370655418056"
"destroying","destroy","3","1000","0.003","-0.0970878155489674","0.07284001675383889"
"densely","dens","3","1000","0.003","0.35301039566567755","0.1275087750615495"
"demonstrates","demonstr","3","1000","0.003","-0.4844478268366896","-0.3003711455528862"
"delivers","deliv","3","1000","0.003","-0.5702873271099883","-0.23873019733298126"
"decrease","decreas","3","1000","0.003","-0.21158059638466567","-0.31484480964782435"
"decomposition","decomposit","3","1000","0.003","1.3792005225024686","-0.1473755077665463"
"declared","declar","3","1000","0.003","-0.598198320593054","-0.012967579742701414"
"deaths","death","3","1000","0.003","0.030628436663081356","-0.054484085127580094"
"david","david","3","1000","0.003","-0.47526729902316633","2.5172834464423133"
"crude","crude","3","1000","0.003","0.6545900102972977","0.04414381928510919"
"creation","creation","3","1000","0.003","-0.29431922443790587","-0.09626031688447279"
"course","cours","3","1000","0.003","-0.428711521645542","0.05273670167595589"
"coordinated","coordin","3","1000","0.003","-0.4167577888355985","-0.17989869711000678"
"cooperatives","cooper","3","1000","0.003","0.6422450671053866","-0.12573546471586733"
"cooling","cool","3","1000","0.003","0.5618846846691355","-0.086516132215763"
"cookstoves","cookstov","3","1000","0.003","1.0602092245532955","-0.2059681844608661"
"contrast","contrast","3","1000","0.003","-0.5157972843331076","-0.3473642936475093"
"consultancy","consult","3","1000","0.003","-0.10055875699770588","-0.30902976972966434"
"considerable","consider","3","1000","0.003","-0.4290230499909721","-0.46150492288415584"
"connecticut","connecticut","3","1000","0.003","-0.47215651950857934","1.7344388716799974"
"concerns","concern","3","1000","0.003","-0.411587781978522","-0.4633190974646684"
"cons","con","3","1000","0.003","-0.44846529311602784","0.49477351045401524"
"computation","comput","3","1000","0.003","0.21281403024355663","-0.06892926668544609"
"committed","commit","3","1000","0.003","-0.6364613643553598","-0.5068446554985367"
